label,source,sentence
sadness,tweets,"yea, feel like im bein ignored"
sadness,tweets,I'm missing everything at work  I want pix of   !!
sadness,artificial_sentences,"He was a man drowning his sorrows , he 'd decided ."
sadness,tweets,That sucks!    It's thundering here.  I'm getting ready to shut down.
sadness,tweets,"is upset, I left my phone at home again"
sadness,tweets,RT  : #B1GCats’ approach on eve of first-ever NCAA tournament game: “Why would we come all this way and just go home?”
sadness,emotional_events,When my nephew was taken to hospital with meningitis and we did not know what would happen.
sadness,tweets,Not feelin right. Hope the feeling passes. Stupid stomach.
sadness,emotional_events,When I am alone in a room with no contact with anyone - loneliness drains me.
sadness,artificial_sentences,Market Report : Interest rate fears spread despondency
sadness,tweets,We should! There will be another thrown I'm sure but this one will be with my American family
sadness,tweets,RT  :       Investigative reporting techniques in the Age of Trump
sadness,emotional_events,"I tried to talk to my parents over the phone, as I wanted to go home for the week-end and I knew that I would not be able to bear it.  I tried to reduce the gulf and the conflict between us by talking in order to unite our worlds.  Result : hysterical mess, blinding and blaming."
sadness,artificial_sentences,"There must be another reason why you are so sad , "" he said , looking kindly at me ."
sadness,tweets,"wattup bro, hows it going, i see ya twitter is kicking butt   JV"
sadness,tweets,u witch! im upstate in a fucking hick dry county. so no alcohol or ethnic food.  im crying.
sadness,tweets,i miss my daddy
sadness,tweets,"Changed my hairstyle,but it isn't good as it supposed to be~~N I don't think it wealthed that much money..  hate that hairdresser~~;("
sadness,emotional_events,"The breaking up of a relationship.  We decided that the relationship could not carry on, so it was no surprise to me. And anyhow, I had known it would happen sooner or later."
sadness,tweets,"noooooooo  i miss you sooooooo much, gaah"
sadness,emotional_events,Death of a relative.
sadness,tweets,"-i'd love to be able to bike/bus/walk to work, but it isn't safe in my area"
sadness,tweets,The three R's depress me.
sadness,tweets,I have no clue where my charger is... #lost
sadness,tweets,very disappointed in him    gonna have to sleep it off....
sadness,tweets,My Spanish = crap
sadness,tweets,I wish i could sleep past four a.m. on my nights off  good morning!
sadness,emotional_events,After training for an Australian championship competition for a year and then injuring myself 2 weeks before the competiotion.
sadness,tweets,-   this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt
sadness,tweets,Hey twit! Just watched poor Holly on Britains Got Talent  poor thing!! People are so mean - she only a 10 year old little girl!
sadness,fairytale_sentences,"But his wife said, ""Pray let the poor faithful creature live; he has served us well a great many years, and we ought to give him a livelihood for the rest of his days."""
sadness,tweets,It's been 5 weeks and I still go through depression smh
sadness,tweets,caught me at lunch today... you were correct of he stalking me
sadness,tweets,I misses my bed  so sleepy!
sadness,tweets,another week starts
sadness,tweets,My cat has been missing for 2 days. I am freaking out.
sadness,fairytale_sentences,"She folded her hands, and hid her face in the cotton curtains of the bed, and wept."
sadness,tweets,negative campaign of doom and gloom don't win elections
sadness,tweets,Sad tweets are sad
sadness,fairytale_sentences,"A large gilt frame surrounded it, and on one corner of the frame a laurel wreath had been hung; but a black band, twined unseen among the green leaves, and a streamer of crape, hung down from it; for within the last few days the young artist had- died."
sadness,tweets,Im having a real life conundrum cuz i cant find a good spot for my mini hoop and its really starting to depress me
sadness,tweets,as if i finsh work at eleven.. IS THAT EVEN ALLOWD?  cauz i really dont want to.. lol
sadness,tweets,What happened to Fetty wap 🤔
sadness,tweets,"The two Brians,   ;  , also known as the Nigella Lawsons of #blues ; #pizza."
sadness,tweets,"RT  : Tom Price is an insufferable, pompous GOP pr*ck who doesn't give a flying f*ck about the well being of the American people…"
sadness,tweets,A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n― Winston S. Churchill #quote
sadness,tweets,I need to get back into daily tweeting. This hiatus sucks  What also sucks is GSN interrupting shows while they're airing. &gt;_&lt;
sadness,artificial_sentences,"Squeezed like despondent sardines , they looked as if they were huddling for warmth ."
sadness,tweets,"if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make"
sadness,tweets,- This picture is from last year freshman year how I miss thos days
sadness,tweets,It is hot here in Texas and our ac upstairs is broken so its really hot at my house.
sadness,tweets,Wants milk
sadness,tweets,aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!
sadness,emotional_events,A friend told me about his cousin who is my girlfriend. He said she had treated him in a mean and nasty way. I was surprised because in front of other people she had always treated him in a friendly way. I am very sad about it.
sadness,tweets,romance zero is funny
sadness,tweets,exactly. I think he's doing his due diligence and making sure he gets the right guy so this doesn't happen again
sadness,tweets,back garden times. my feet hurt
sadness,fairytale_sentences,"The little sister wept and said, ""Can you not be set free?"""
sadness,tweets,"Patience, it's worth it"
sadness,tweets,&lt;--has no internet for the weekend
sadness,tweets,thank you ^.^
sadness,tweets,"that's lame, sorry"
sadness,tweets,It's clearly the Irish missionaries going to Nigeria that brought their proverbs
sadness,tweets,Rooney = whipping boy. #mufc
sadness,tweets,forgot to wish sister happy birthday yesterday.
sadness,tweets,Doing dishes...i miss my kitchen team
sadness,tweets,Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.
sadness,tweets,Missed you last night hon
sadness,tweets,awww too bad I won't be there - I'd entertain the thought of entering
sadness,tweets,1) Traffic is lame 2) No matter how hard I try I can't get anywhere on time   3) UP Movie!!!!! Yay!
sadness,tweets,who knows  It makes me sad  lol
sadness,tweets,"If I knew it was gonna be this kind of party, I would've stuck my dick in the mashed potatoes!"
sadness,tweets,#Checkin out the WBC as DR ; Venezuela battle in a 1-0 game⚾️🔥#I could do without the idiotic GENERAL;SHAQ COMM🤑
sadness,tweets,very bad.
sadness,artificial_sentences,"There was the mournful sound of human voices , and then a jolt ."
sadness,tweets,"Well,   I discovered I can't swim.  I'm out.  Sorry"
sadness,tweets,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv"
sadness,tweets,Stupid freshmen ruined theatre class.. Now we don't get to play warm-up games for the rest of the school year
sadness,tweets,Hey   did you see this   post? So very #beautyandthebeastweek #cute!✨🌹💛#beautyandthebeast
sadness,tweets,"""respect""?!  Working 2-3 jobs? Great idea to take away afterschool.  Meals on Wheels? People will quit jobs."
sadness,tweets,wishing i was on a beach right now!!
sadness,tweets,"RT  : Somehow ""Deal with it, I'm off this weekend"" isn't a satisfying response coming from the President of the United State…"
sadness,fairytale_sentences,"The aged king ordered the cook to be torn in four pieces, but grief consumed the king""s own heart, and he soon died."
sadness,fairytale_sentences,"The tree was so discontented, that it took no pleasure in the warm sunshine, the birds, or the rosy clouds that floated over it morning and evening."
sadness,emotional_events,When my first love was not successful.
sadness,tweets,shower time!!!!!
sadness,tweets,RT  : Breitbart fails to note that no one other than Ryan would take the Speaker’s job.
sadness,tweets,thank you! i will :)
sadness,tweets,What do you do?'\n'You are not worthy enough to know.' #what #serious
sadness,emotional_events,Being sexually assulted and told my friends about it (we cried together).
sadness,tweets,GREAT to meet you this weekend   !!!!! Looking forward to chatting with you again! Joel
sadness,tweets,it's true also that he doesn't escape until almost all the car sunk
sadness,tweets,"im just dreamin out loud, i cant have you for mine and i know it"
sadness,artificial_sentences,"The truth was that Mr Wolski was sad with himself , for he did not wish to stay on at the Zoo any longer ."
sadness,tweets,"I know, lame."
sadness,tweets,Your foot is frowning.
sadness,tweets,"In a lazy sunday; just had a very late lunch,and forget to buy PR,we're on page 16"
sadness,tweets,"RT  : Can we retire the phrase ""Democrats overplaying their hand"" on Trump? This is not a game. This is fighting to preserve peopl…"
sadness,artificial_sentences,Of course I like them ; if I did n't I 'd be utterly miserable .
sadness,tweets,My coffee got cold blah!
sadness,tweets,"Oh! It's not the mothers day in France, but in Germany and in the USA that is it"
sadness,tweets,"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame"
sadness,artificial_sentences,"He is portrayed as showing sorrow at the destruction caused by German bombers and it is he who ` saves the day "" by first giving himself up and then being shot by Clogger ."
sadness,tweets,all dressed up and no where to go...
sadness,tweets,always unhappy and easily offended.
sadness,emotional_events,My uncle died - I felt sad at the funeral.
sadness,tweets,"I love contrast, Moonlight style🎬❤ #cool #epic #model #pose #style #classy #fun #movie #film…"
sadness,fairytale_sentences,"Five years passed, and then a real grief came upon the land."
sadness,tweets,has new headphones but no mp3 player yet
sadness,tweets,Honestly at home alone
sadness,fairytale_sentences,"But the old witch made a deep sleep come upon him, and he said to the young lady, ""Let us sit down and rest ourselves a little, I am so tired that I cannot stand any longer."""
sadness,tweets,ACT 4 #anxiety ; #depression group.   beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax
sadness,emotional_events,My brother in law was dying of cancer. To see him wasting away was very sad.
sadness,tweets,Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst
sadness,tweets,now the pic wont load up on twitter
sadness,tweets,A litany of name-calling. How dull.
sadness,tweets,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire
sadness,tweets,running errands with geeta... feeling like i have the plague
sadness,emotional_events,When my beloved uncle was shot dead by relatives.
sadness,tweets,"Um, I was thrown from  's van yesterday and had to be taken to the ER"
sadness,tweets,"Far too sick to sing.  I've got a post nasal drip and a sore throat, just sent my sorry I won't be there email"
sadness,artificial_sentences,"Very likely he was simply lying on his bed in a state of dejection and , perhaps , of remorse for his massacre of "" the possessions "" which was now generally thought not to have been necessary ."
sadness,tweets,I'm boredddd. The day has gone quick  I don't like it!
sadness,emotional_events,When I failed an exam last Summer.  I had worked very hard for it and I was very disappointed thinking that it was hopeless to continue at college.  I did overreact.
sadness,emotional_events,[ Same as in anger.]
sadness,artificial_sentences,"Father Hugh Mcaleese said : ` We are devastated , but we intend to restore the church to its former glory ."
sadness,tweets,he is the meanest lil boy ever!!!!!!!!!! When I was a lil girl everyone loved me
sadness,emotional_events,"I am filled with gloom and sadness at the death of a person.  More specifically, I felt sad after hearing the news of a death of a person who was hale and hearty and full of life, withá vigour and plans for the next day but had no next day to cherish it."
sadness,tweets,I feel so deflated. No more doggy.
sadness,tweets,RT  : 80% of NFL Execs Don't Want Colin Kaepernick 4 non-football reasons. And he just helped raised 1M for Somalia
sadness,tweets,RT  : Bernie won 42% of the vote in the primaries. Can we get more than 3% representation on the Transition team? #progressives h…
sadness,tweets,Well i did hear once before that girls are attracted to men that look like their dad!  👌
sadness,emotional_events,My grandmother died suddenly last summer.
sadness,tweets,"hot wings cafe with willyum  mild, spicy BBQ, curly fries.. delicious!!"
sadness,tweets,"The old internet is fairly boring today, nothing new on it"
sadness,tweets,"Yeah, Michele, just look at those faces. (Nice pick of photos.) He'll make as much alt-facts 2 keep US distracted. 👐"
sadness,tweets,RT  : 5. Trump is loathe to accept responsibility for anything. He will continue to point fingers at anyone but himself.
sadness,emotional_events,When my basket ball team lost the qualification at a final.
sadness,tweets,"RT  : Apparently Russia is investing money in Ecuador ;Russia is a ""major market"" for Ecuador     …"
sadness,tweets,We should bask in misery together
sadness,emotional_events,My boy-friend an I seperated on his initiative.
sadness,emotional_events,[ No response.]
sadness,tweets,not feeling well at all today! ugh cant I just go home.
sadness,tweets,I wish I could go to the Love Music Hate Racism gig this weekend   I'm not in the right part of the world even
sadness,fairytale_sentences,"Pigling Bland who was a sedate little pig, looked solemnly at his mother, a tear trickled down his cheek."
sadness,tweets,My legs are so fucking sore. And my feet hurt to walk. Whataday
sadness,tweets,I'm not there yet. Hasn't sunk in yet. Rest up.
sadness,tweets,I want to cry at the thought of the NBA season being almost over  NEXT YEAR MIAMI!!!!!!!!!!!!
sadness,emotional_events,When I was accused of neglecting work for the wrong reasons.
sadness,tweets,"damn - that's sad, then... I haven't heard the new one yet. Sounds like I've been spared a tragedy."
sadness,tweets,I am sitting at work watching the clock.  It isn't moving fast enough.
sadness,tweets,every day of my life lately.    i feel ya girl &lt;3
sadness,fairytale_sentences,"Now when he thought over this by night in his bed, and tossed about in his anxiety, he groaned and said to his wife: ""What is to become of us?"
sadness,tweets,"nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed"
sadness,tweets,I sometimes feel like the only person in the world without an iphone
sadness,tweets,"I had a hard time loving people as Christ did, today people picking stuff up at my work were just dumb, and annoying"
sadness,fairytale_sentences,"Some days after, the miller came to him and told him that the old ass was dead; ""The other two,"" said he, ""are alive and eat, but are so sorrowful that they cannot last long."""
sadness,tweets,nothing good on TV
sadness,emotional_events,My mother was unwell and went for many cancer tests. She spent time in hospital being opened and closed many times.
sadness,artificial_sentences,"MOST of those who read Glenys Roberts 's moan ( March 15 ) and who know Monaco felt , I suspect , more sorrow for the author than disdain for the place ."
sadness,tweets,"Sorry if I'm unsociable I'm loading up stock in the shop, mums making me"
sadness,tweets,"I wouldn't mind if it didn't you know, threaten my job when I disagree. Puts a damper on things."
sadness,fairytale_sentences,"But alas, no little rabbit babies were to be seen!"
sadness,tweets,They did it with daggers. Drumpf is on the same track wanting to be emporor
sadness,tweets,this is a horrible day.
sadness,emotional_events,I met again a very good friend after a year and realized that there had grown a certain distance between us.
sadness,tweets,Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry
sadness,fairytale_sentences,"So she took pity on them, and made use of the butter to grease them all, so that the wheels might not hurt them so much."
sadness,tweets,yeah now I'm done BUT I have to work all weekend  I'm sooooo bummed about it
sadness,tweets,"my head is killing me, i keep sneezing, and i think my boyfriend fell asleep. greaaat"
sadness,emotional_events,I got to know about the death of a close friend.
sadness,tweets,ooohhhhh - sorry  So sad - never noticed the dollar signs! #oxteach
sadness,tweets,"I'm torn, do I get an extended warranty for my iPhone when mine runs out, or jailbreak? I've already got problems with battery ; earpiece"
sadness,artificial_sentences,"I felt quite depressed about it . """
sadness,tweets,"Best day at work, best weekend ahead. Hopefully I will have someone to go to USC with..."
sadness,tweets,Bummer   was going to try and make it/ other commitments I'm afraid got into the way.  Next time hopefully-
sadness,fairytale_sentences,"And he thought it over and over, but it would not do, and so he had recourse to magic."
sadness,tweets,Rockin to  Bob Dylan singin'  Bob Dylan's 115th Dream on LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio
sadness,tweets,"english screwed up my overall percentage in X, in XII again and probably in adm tests too. shit happens."
sadness,tweets,I can't get to bed
sadness,tweets,warm and wet  spent the day carpet cleaning the yacht
sadness,emotional_events,My parents failed to visit me as they promised.
sadness,fairytale_sentences,"For the plant had disappeared, and the king remained as melancholy and sad as ever, but the sentry said he had always been so."
sadness,tweets,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday
sadness,tweets,I get embarrassed at the slightest things and then I'll fret about it all day I hate it
sadness,fairytale_sentences,"Ah, she replied, ""if I can""t eat some of the rampion, which is in the garden behind our house, I shall die."""
sadness,tweets,Aww nobody likes the album I posted after a million attempts  Boohoo
sadness,tweets,"I miss my Nipissing pitas  Good thing we've got a Euphoria in Barrie, 'cause I would never survive summer without my pitas AND smoothies!!"
sadness,tweets,sorry but I'm not impressed in the slightest b/c u don't eat pussy..more like saddened and confused
sadness,tweets,im soo bored...im deffo missing my music channels
sadness,fairytale_sentences,"Then the dwarf said, ""My masters are not at home; but if you will wait till they come, pray step in."""
sadness,tweets,PSA::::: Being that I've been usuing twiddict- my last 14 tweets have yet to show on the bored. Bare w me.
sadness,tweets,"Will this rain ever go away, my puppy is getting cabin fever and she doesn't like going out in the rain"
sadness,tweets,Still white despite being out for ages in the sun
sadness,tweets,MSM relentlessly saying DT can't win to: depress GOP turnout ; provide cover 4 stolen election!
sadness,tweets,RT  : The Republicans' bill shows they will stop at nothing to cut taxes for the rich -- no matter how many suffer. #ProtectOurC…
sadness,tweets,Are you sure you want to know?  It's  - it makes me want to run. In other news: Happy Star Wars Day!
sadness,tweets,"RT  : #IdesOfTrump is March 15, send Trump a postcard.#TheResistance #p2 #UniteBlue #resist #mepoliticsLink:"
sadness,emotional_events,When I think about my parents getting old.
sadness,tweets,"i lost all my friends, i'm alone and sleepy..i wanna go home"
sadness,tweets,"I'd be perched on that, unfortunately wrapped in heavy chains! #sink..."
sadness,tweets,RT  : The #HamiltonBway national tour has revealed what cities it will visit in 2018
sadness,tweets,boo  I miss you! It's been ages. Once I get Internet back I'll try to fix ALO haha it likes to act up from time to time...
sadness,artificial_sentences,That concern turned to heartbreak when they heard of his mother 's grim fate .
sadness,tweets,RT  : #AMJoyRewind - meet   - the Irish Senator standing up to Trump:
sadness,fairytale_sentences,"She had been cross, unkind, and really spiteful to him; but he was very sorry, and took the dead woman and laid her in his warm bed to see if he could bring her to life again."
sadness,tweets,No one is bringing snacks
sadness,artificial_sentences,"` I desire first to go to the palace of Westminster , my lord , there to greet the queen my mother and tender my condolences -- and to share the grief of my family . """
sadness,tweets,did crossfit running today...agitated my right leg
sadness,tweets,"Work is MAD blocking sites! No fun  but they aren't blocking facebook, twitter ; youtube"
sadness,tweets,"Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry"
sadness,tweets,The moment of the day when you have to start to plaster a smile in your face. #depression
sadness,tweets,"yeah i agree, he was the best! aww why did he leeaave??"
sadness,tweets,my first time in Slough so checked out the new station floor #sad #LifeOnTheRoad
sadness,tweets,"RT  : Your bill   will never pass the Senate, may not even get voted on in the House because TrumpCare is a lie. #RESIST…"
sadness,tweets,Is pretty damn chipper today  even if the weather is rubbish! Excited for things to come!  xxx
sadness,emotional_events,"Several years ago my brother died in an accident. When I heard about it, I was very sad. It took years until I resigned myself to it."
sadness,tweets,"no he sabido nada de ti, this is making me a bit sad I must say!"
sadness,tweets,Happy Grey's day everyone! Oh I miss Grey's!!
sadness,tweets,i hate being sick. i miss     and
sadness,tweets,Watching Thomas The Train Engine makes me miss George Carlin
sadness,artificial_sentences,"Yesterday the heartbroken teenager , who was on the verge of trials with the Royal Ballet , said : ` In just one second , my life has been wrecked ."
sadness,tweets,i feel like crap
sadness,tweets,.... So I always get left out
sadness,fairytale_sentences,"Then the golden hair streamed forth, and let the boy excuse himself as he might, it was of no use."
sadness,tweets,"Morning all. The water heating's packed up, so i can't have a bath. I REALLY want a bath!"
sadness,emotional_events,When a very close friend of mine went into hospital for a major operation and I couldn't see her for a while as I was not a relative she had no relatives in N.Z.
sadness,emotional_events,At an unjust insult or injure.
sadness,tweets,sad   Miss my friends !
sadness,emotional_events,"My grandfather died, when I was an exchange student in the USA."
sadness,tweets,I dont feel good AT ALL. fuckkk
sadness,tweets,But but I dun wanna
sadness,emotional_events,When my gradmother died.
sadness,fairytale_sentences,"Play on, play on, thou little maiden!"
sadness,fairytale_sentences,"They ran on a little farther, and then Christina fell down, and began to cry."
sadness,fairytale_sentences,"Then she began to cry, and knew not what to do."
sadness,tweets,my stupid tooooth hurts
sadness,tweets,so what was said??  I'm so bummed I missed it!.  *sigh* I want to go to california
sadness,emotional_events,General Ye Jianying died.
sadness,tweets,the second i hit reply to that tweet i was asked to stop playing music.  i am now sad. someone sing to me. on or off key works!
sadness,tweets,Hates moving
sadness,tweets,RT  : Please RETWEET this like fire! 🔥🔥🔥FOLLOW 👉   👈She's running against Steve King (the racist guy) in the 2018…
sadness,tweets,"Nooo! I'm ill  Must Have Paracetamol! Nice weather today, though."
sadness,tweets,"Wow, you mom has a lot of energy. I'm getting tired just reading your tweet and ur living it."
sadness,tweets,you literally say nothing but lies. Do you know how sick you are? You're so full of shit. #nashville
sadness,tweets,can you please have a short stakc competition
sadness,tweets,"He got the money from one of his ""charities"" ... #SAD"
sadness,tweets,Just saw up with my favorites and surprisingly it was way too sad
sadness,tweets,I have to go to work with out my   and
sadness,artificial_sentences,"Support for the Greens may have shrunk but it was still at the same level as the Liberal Democrats "" , the third party in Parliament , so perhaps Ms Cooke was unduly downcast ."
sadness,emotional_events,My grandfather died thirteen years ago.
sadness,tweets,THiNKiNG 0f HiM  &lt;3
sadness,tweets,I just want you to smoke with me babe.. smoke with me babbbyyy 💨 🎵🎶
sadness,artificial_sentences,The look of reproach and sorrow on her face cut into him far more deeply than any angry words could have done .
sadness,tweets,Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh
sadness,tweets,I get to go to coffee now  It's no fun. I hate it too!
sadness,tweets,Haha yes and that is BS! all men lie. show me one who doesn't and I'll marry him
sadness,tweets,"someone explain female human beings to me, they're depressing me ._."
sadness,tweets,"Sadly, the time has come to put my mom in a home"
sadness,tweets,I need one too.
sadness,tweets,err I wasnt gloomy.  17.2 mio people were not gloomy only #remain were #Brexit
sadness,fairytale_sentences,"Ah, if I could but shudder!"""
sadness,tweets,SRV's 'Voodoo Child' is approximately 76 times better than Jimi's. #guitar #music #blues
sadness,emotional_events,Death of the family dog.
sadness,tweets,I'm on relapse  mom and dad i need you. jesus fucking christ you stay away.
sadness,emotional_events,When I failed two subjects last year.
sadness,tweets,that is sickening... Just shoot at will? Smh... Prayers for his family...
sadness,tweets,i is sad
sadness,tweets,at home  im so lonely here...
sadness,tweets,Selling my Bonnaroo ticket.  Can't get any time away from work. Anyone in the DC area interested? I can meet up!
sadness,tweets,everyones just set to &quot;Away&quot; on msn.. nobody to talk to :\
sadness,tweets,"of course! This is a happy hentai, not a sad or gloomy one"
sadness,tweets,"House panel nears health bill OK, industry groups say 'no' - Business Insider  #SmartNews"
sadness,tweets,"bout to watch notorious cause that's how i'm feelin now. wish i could eat something, but i can't.  surgery tomorrow. no food til saturday"
sadness,tweets,"idk lol my head hurts. rly bad. ; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal wit"
sadness,tweets,wished didnt spend money last night
sadness,tweets,i'm sickk  ... tomorrow will be a disaster if i don't get better.
sadness,tweets,Well stomach cramps did not make that spin class any easier. Why does my body hate digesting porridge so much 😩 #spinning #sulk
sadness,tweets,"I'm suffering from the Internet that works bad, only sites hosted on russian servers are available for me"
sadness,tweets,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.
sadness,tweets,man i missed it!! Ive been waitn all day 4 u 2 giv the tix away ; then whn im rappn up @ wrk u gav my tix away! Im sad!
sadness,fairytale_sentences,So she sat down and tried to spin; but the threads cut her tender fingers till the blood ran.
sadness,artificial_sentences,"But , not surprisingly , many parents continue to feel anxious , tense and sad about their children ."
sadness,tweets,likewise   you better ask about me ;)  I don't appreciate you neglecting the sir fresh.
sadness,tweets,"i have to wok a nite shift tonite so will miss it  please DM me, i promise i wont tell anyone else ;0) !!!"
sadness,tweets,None of the people I talk to in my P.E. class are here  I'm going to be so bored all period.
sadness,emotional_events,When I first heard that Tage Dannielsson had died.
sadness,tweets,sweet .. Englands becoming lamer and lamer since you guys left
sadness,tweets,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today
sadness,tweets,"I miss   I'm sorry for being able to call you when u already sleep  I love you,Have a great trip tomorrow! Send my ? to them!"
sadness,tweets,I hate with a passion the bars at St Patrick's day
sadness,tweets,Wow just watched Me Before You and it was seriously one of the most depressing movies of my life
sadness,emotional_events,When I got to know that my father had passed away.
sadness,tweets,missing ontario..
sadness,tweets,Just found out that Mad Men season 3 is delayed until August.
sadness,tweets,Do not grow weary in doing good. The treadlines are better than deadlines.'   #CGI2016
sadness,fairytale_sentences,"If I did but know what it was to shudder!"""
sadness,tweets,I'm at my saddest right now. I lost my mobile phone earphones. Waz feels a little incomplete and I feel the same
sadness,tweets,"Please support H.Res 186, Asking Treasury Dept. to provide House with trump's full taxes 2006-2015. Thank you! #trumptaxes"
sadness,tweets,Wanting to go out... apparently no ones available!
sadness,tweets,Only 1 tweet in the last 24 hours?  Nobody likes my tweetboard
sadness,fairytale_sentences,"I am a poor child, said she, ""that has lost both father and mother."""
sadness,tweets,i only hav 8 followers                 !
sadness,tweets,The Sunderland time line is quite funny with all the doom ; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround
sadness,tweets,RT  : Trump’s backing a health care plan that breaks his promises
sadness,tweets,Great to have you as our tournament chair and award was #serious
sadness,tweets,You got me. That's where I'm obviously going wrong!
sadness,tweets,Awww. So that's him. Nice attempt at hiding from the camera
sadness,emotional_events,When I couldn't go for a trip with my friends in a holiday.
sadness,tweets,Mower shopping
sadness,tweets,No sober weekend 🙂🙂🙂
sadness,artificial_sentences,"And our hero in his turn , felt despondent and fearful , for his little grey mentor had given him no instructions for this eventuality ."
sadness,tweets,Actually I always idealize the end of my relationships .. Such a pessimist
sadness,tweets,Was just in a wreck. Getting real sore now. It was their fault and they didn't have insurance. Was planning to go to the wedding tonight
sadness,tweets,i feel the same way every day
sadness,artificial_sentences,Joe sat with his head in his hands not hearing the mournful sound of a tug edging shorewards in the direction of the docks or the lonely cry of the seagulls overhead .
sadness,tweets,"""What's it going to be next?""  Exactly.  Spicey - stop making yourself look like an idiot."
sadness,emotional_events,When my grandmother died.
sadness,tweets,when season 13 of greys anatomy premieres today. it you're only on season 7 #sadness :(
sadness,tweets,Isaiah 40:31\nthose who trust in the Lord will find new strength.\nThey will soar high on wings like eagles.\nThey will run and not grow weary.
sadness,tweets,Wondering how come mcdonalds take so long to deliver my food.
sadness,emotional_events,My father died. I was away at the time and did not know until two days after.
sadness,tweets,Although I don't expect a trumpie to understand the difference between real things and pretend things. #sad
sadness,tweets,Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions;revision suck!
sadness,tweets,yes i did - as a thank you. have contacted them 2ce but no response
sadness,tweets,"Sorry address was wrong. where I put samuel in the address, it should be just sam. I am having a stupid brain day today."
sadness,tweets,I'm sick!  it sucks! IM me! ohbabayy33
sadness,tweets,Cubbies at an even .500. So what else is new?  No matter: Beat dem Bums! #chicago #baseball
sadness,emotional_events,"My mother kicked my surrogate father out and he in turn did not care for the dog, Afthur, he bought for the family. His lack of concern lead tho Arthur's death on the freeway. I loved Arthur like a brother. He was easy to talk to."
sadness,tweets,"I'm up. getting ready for skill. can't wait to fail my bio final yay! ugh, honor classes suckkkk.  ):"
sadness,tweets,absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!
sadness,tweets,Candice's pout is gonna take someone eye out mate! #GBBO
sadness,tweets,I'm over   today.  3 wrong answers in a row.  My brain's not working today.
sadness,tweets,RT  : Who said there isn't #karma 😉
sadness,artificial_sentences,Harry released her and once again his expression was downcast .
sadness,tweets,grim really
sadness,tweets,// i feel your pain. i once lived in an apt for 6 mos where the previous tenant had 4 cats. burning eyes/tight lungs =  gregg
sadness,tweets,AHHHH!!!! Voting is closed for your categories!!!  I would have voted for you in them though!  I tried.
sadness,tweets,damn no dublin
sadness,tweets,"OMG, time to sleep, today was an horror, i really hope best weekends *---*..Goodnight buddies"
sadness,tweets,All about the way this kid enters the room. And the mom or nanny panic.
sadness,tweets,"I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad"
sadness,tweets,Well I am on the RIGHT side of thirty
sadness,emotional_events,"The thought that I'll never sit at the school desk again, caused a deep grief at the end of my eleventh form."
anger,emotional_events,"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity."
anger,emotional_events,When a pick-pocket robbed me of my money (K20) while I  was buying bathing soap.
anger,tweets,Oh and I play it capo 2nd fret in a G position RS
anger,fairytale_sentences,Anna Maria was still arguing in shrill tones.
anger,fairytale_sentences,"The other paid him back in the same coin, and they got into such a rage that they tore up trees and belaboured each other so long, that at last they both fell down dead on the ground at the same time."
anger,tweets,or in my case a raging moody cow lol why i buy moody cow socks lol
anger,fairytale_sentences,She threw the apple into the chest and shut it to.
anger,emotional_events,When boyfriend lied to me.
anger,tweets,cmode grimrail made me want to eat angry bees
anger,tweets,2 days on.......never a fucking pen!!!! #nffc
anger,tweets,"In pain,, poor me, I HATE THE SUN"
anger,emotional_events,"A person walking his dog allowed it to defecate on the footpath outside my house. Although it had happened before, this was the first time I had witnessed it. All the skills I had learnt from PY 263 were thrown out the window when his indifference to my protestation was obvious to me."
anger,tweets,has not finished the bio mols mind map  stupid sheet hid sections from me on the back!
